shops,ratings,userids,shops_index,userids_index
fudebar-dine-at-stevens-singapore,5.0,2043,956.0,0.0
riders-cafe-singapore,4.0,2043,54.0,0.0
tobys-estate-singapore,4.0,1585,11.0,13.0
violet-oons-kitchen-singapore,5.0,1051,34.0,5.0
cottontail-creamery-singapore,5.0,1667,308.0,29.0
tiong-bahru-bakery-singapore-4,5.0,1989,6.0,35.0
the-bravery-cafe-singapore,5.0,186,58.0,3.0
85-redhill-teochew-fishball-noodles-singapore,4.0,2043,536.0,0.0
coffee-bandits-singapore,4.0,2043,196.0,0.0
craftsmen-specialty-coffee-singapore,4.0,1599,98.0,83.0
nanyang-old-coffee-singapore-3,3.0,2043,676.0,0.0
five-oars-coffee-roasters-singapore-2,5.0,306,395.0,1.0
d-good-cafe-singapore,4.0,27,62.0,11.0
ps-cafe-singapore-8,4.0,2340,55.0,91.0
toastbox-singapore-9,4.0,2043,613.0,0.0
chin-chin-restaurant-singapore,5.0,2340,86.0,91.0
cedele-singapore-47,4.0,1585,604.0,13.0
the-famous-ice-cream-rolls-shop-singapore,2.0,91,505.0,2.0
the-assembly-ground-singapore,4.0,861,53.0,62.0
the-lobby-lounge-singapore,4.0,2043,478.0,0.0
habitat-coffee-singapore,3.0,1585,46.0,13.0
boufe-boutique-cafe-singapore,5.0,1722,136.0,73.0
grind-coffee-singapore,5.0,2043,677.0,0.0
tullys-coffee-singapore,3.0,671,173.0,80.0
the-bao-makers-singapore,4.0,1599,118.0,83.0
toast-box-singapore-50,5.0,2043,776.0,0.0
butter-studio-singapore-2,4.0,2043,268.0,0.0
ps-cafe-singapore-7,5.0,23,39.0,17.0
nassim-hill-bakery-bistro-bar-singapore,4.0,1026,41.0,54.0
flagwhite-singapore,4.0,2043,826.0,0.0
the-assembly-ground-singapore,4.0,2097,53.0,33.0
penny-university-singapore,4.0,1637,22.0,88.0
auntie-teo-place-local-delights-singapore,4.0,2043,699.0,0.0
krispy-kreme-singapore-2,3.0,1057,541.0,82.0
nylon-coffee-roasters-singapore,5.0,376,0.0,31.0
tong-heng-singapore-3,5.0,2043,51.0,0.0
round-8-singapore,4.0,1316,292.0,106.0
starbucks-singapore-24,5.0,209,240.0,38.0
oriole-coffee-bar-neue,3.0,2043,269.0,0.0
oriole-coffee-bar-singapore-2,4.0,1026,8.0,54.0
hoshino-coffee-singapore,4.0,1602,45.0,14.0
one-man-coffee-singapore,5.0,2479,72.0,7.0
chye-seng-huat-hardware-singapore,5.0,2043,1.0,0.0
a-gan-tea-singapore,4.0,1989,264.0,35.0
free-the-robot-singapore,5.0,1293,104.0,63.0
ya-kun-kaya-toast-singapore,4.0,2043,272.0,0.0
traditional-haig-road-putu-piring-singapore-3,5.0,198,442.0,9.0
marco-marco-singapore-4,5.0,2043,683.0,0.0
freshly-baked-by-le-bijoux-singapore,5.0,570,73.0,59.0
bread-yard-singapore-2,4.0,75,114.0,12.0
jewel-coffee-singapore-11,5.0,107,482.0,57.0
starbucks-singapore-92,5.0,2043,979.0,0.0
the-company-of-cats-singapore,5.0,2043,342.0,0.0
starbucks-singapore-154,3.0,2043,599.0,0.0
crazy-world-cafe-singapore,3.0,209,467.0,38.0
watanabe-coffee-singapore,4.0,2043,68.0,0.0
apartment-coffee-singapore,5.0,2043,702.0,0.0
pacamara-boutique-coffee-roasters-singapore,4.0,2061,33.0,4.0
tiong-bahru-bakery-singapore,4.0,91,76.0,2.0
ps-cafe-petit-singapore,4.0,2262,49.0,40.0
lunar-coffee-brewers-singapore,5.0,2043,533.0,0.0
tcc-the-connoisseur-concerto-singapore-5,4.0,2192,244.0,77.0
lana-cake-singapore-3,5.0,306,65.0,1.0
gelato-cottage-singapore,4.0,1861,359.0,70.0
pacamara-boutique-coffee-roasters-singapore,4.0,2068,33.0,45.0
ta-ke-cafe-singapore,3.0,26,649.0,96.0
ultra-bake-singapore,4.0,2043,553.0,0.0
o-coffee-club-singapore-8,4.0,2043,786.0,0.0
geisha-specialty-coffee-singapore,5.0,2350,130.0,15.0
the-cat-cafe-singapore-2,5.0,2043,974.0,0.0
one-man-coffee-singapore-2,4.0,2043,259.0,0.0
kim-san-leng-coffeeshop-singapore,5.0,2043,689.0,0.0
coffee-club-singapore-5,5.0,322,650.0,86.0
6oz-espresso-bar-singapore,5.0,2237,237.0,8.0
tcc-singapore-2,4.0,2043,729.0,0.0
dazzling-cafe-pink-singapore,4.0,2043,630.0,0.0
naomi-kitchen-singapore-2,4.0,1075,162.0,10.0
kith-cafe-singapore-6,5.0,2043,295.0,0.0
the-muffinry-bakery-and-cafe-singapore,4.0,2271,84.0,67.0
le-cafe-confectionery-and-pastry-singapore,5.0,987,95.0,100.0
nom-singapore,4.0,2043,282.0,0.0
flor-patisserie-singapore,5.0,2540,36.0,18.0
the-populus-coffee-and-food-co-singapore,5.0,186,25.0,3.0
starbucks-southern-islands,5.0,2043,225.0,0.0
the-affogato-bar-singapore,4.0,2479,190.0,7.0
rabbit-carrot-gun-singapore-2,4.0,1861,115.0,70.0
jewel-coffee-singapore-8,5.0,2493,78.0,21.0
living-cafe-and-deli-singapore,4.0,809,81.0,44.0
habitat-coffee-singapore,3.0,91,46.0,2.0
pie-and-coffee-singapore,4.0,2043,907.0,0.0
the-dog-and-bone-cafe-singapore-2,5.0,2043,224.0,0.0
hoshino-coffee-singapore,4.0,23,45.0,17.0
jewel-coffee-singapore-6,5.0,2043,181.0,0.0
sunday-folks-singapore,5.0,2044,38.0,25.0
kraftwich-by-swissbake-singapore,5.0,2043,971.0,0.0
breko-cafe-singapore,4.0,809,74.0,44.0
dimbulah-singapore-9,4.0,2043,454.0,0.0
fawr-and-co-singapore,5.0,2043,430.0,0.0
cafe-o-singapore-2,4.0,2043,759.0,0.0
cafe-melba-singapore,4.0,75,42.0,12.0
paddy-hills-singapore,4.0,1075,105.0,10.0
mean-bean-and-wicked-grind-singapore,3.0,186,558.0,3.0
valle-bar-cafe-singapore,4.0,2043,547.0,0.0
creamier-singapore,5.0,2262,16.0,40.0
ellenborough-market-café-singapore,4.0,1882,227.0,46.0
old-town-white-coffee-singapore-10,4.0,2043,830.0,0.0
guac-and-go-singapore,4.0,27,322.0,11.0
five-foot-way-coffee-and-juice-bar-singapore,3.0,2043,566.0,0.0
group-therapy-coffee-singapore,4.0,970,10.0,74.0
hai-sing-coffee-stall-singapore,3.0,2043,861.0,0.0
crossroads-café-singapore-2,4.0,2043,180.0,0.0
clinton-street-baking-company-and-restaurant-singapore,5.0,2043,15.0,0.0
the-marshmallow-tree-singapore,4.0,2043,588.0,0.0
plain-vanilla-bakery-singapore-3,3.0,2043,374.0,0.0
violet-oons-kitchen-singapore,5.0,209,34.0,38.0
baker-and-cook-singapore-5,4.0,2479,551.0,7.0
lana-cake-singapore-3,5.0,949,65.0,97.0
symmetry-singapore,4.0,2540,19.0,18.0
da-paolo-gastronomia-bukit-timah-bukit-timah,4.0,23,71.0,17.0
eat-play-love-singapore-2,3.0,2044,377.0,25.0
two-men-bagel-house-singapore,5.0,1825,12.0,42.0
two-men-bagel-house-singapore,5.0,1022,12.0,66.0
drips-singapore,4.0,186,14.0,3.0
the-hangar-singapore,4.0,2043,110.0,0.0
boufe-boutique-cafe-singapore,5.0,2218,136.0,71.0
yahava-koffeeworks-singapore,5.0,1585,101.0,13.0
brawn-and-brains-coffee-singapore,5.0,2350,29.0,15.0
curious-palette-singapore,4.0,2043,111.0,0.0
manicurious-singapore,5.0,2043,80.0,0.0
toms-palette-singapore,5.0,2445,4.0,64.0
bread-and-hearth-singapore,5.0,2073,90.0,90.0
naomi-kitchen-singapore-2,4.0,1051,162.0,5.0
starbucks-singapore-141,5.0,2043,680.0,0.0
ps-cafe-singapore-8,4.0,225,55.0,43.0
da-paolo-gastronomia-raffles-city-singapore,4.0,1368,518.0,87.0
ya-kun-family-cafe-singapore,4.0,76,325.0,84.0
coffee-and-toast-singapore,4.0,2043,155.0,0.0
spize-singapore-2,5.0,581,60.0,53.0
jewel-coffee-singapore-8,5.0,1637,78.0,88.0
common-man-coffee-roasters-singapore,4.0,2493,13.0,21.0
tian-fu-tea-room-singapore,4.0,2043,276.0,0.0
atlas-coffeehouse-singapore,5.0,2493,102.0,21.0
patisserie-g-singapore,4.0,2540,75.0,18.0
habitat-coffee-singapore,3.0,753,46.0,65.0
nylon-coffee-roasters-singapore,5.0,57,0.0,39.0
dimbulah-singapore-3,4.0,1475,416.0,20.0
yakun-kaya-toast-singapore-5,4.0,2043,894.0,0.0
spinelli-coffee-company-singapore,4.0,570,495.0,59.0
simply-bread-singapore-2,4.0,1051,129.0,5.0
dimbulah-singapore-3,4.0,2043,416.0,0.0
cocoa-colony-singapore,5.0,1022,289.0,66.0
caffe-beviamo-tanglin-mall-singapore,5.0,306,108.0,1.0
riders-cafe-singapore,4.0,306,54.0,1.0
tobys-estate-singapore,4.0,1989,11.0,35.0
doi-chaang-singapore-3,4.0,2218,543.0,71.0
la-lola-churreria-singapore,3.0,2043,908.0,0.0
stamping-ground-singapore,4.0,2237,501.0,8.0
belle-ville-bugis-junction-singapore,4.0,2479,519.0,7.0
sinpopo-brand-singapore,5.0,2061,93.0,4.0
caffe-vergnano-1882-singapore-3,3.0,1585,219.0,13.0
tiong-bahru-bakery-singapore-3,4.0,2479,79.0,7.0
creamier-singapore,5.0,1213,16.0,94.0
dulcet-and-studio-singapore,4.0,2097,97.0,33.0
cedele-singapore-38,4.0,789,296.0,16.0
guac-and-go-singapore,4.0,2061,322.0,4.0
balmoral-bakery-singapore,5.0,861,94.0,62.0
coffee-break-singapore,5.0,91,420.0,2.0
smoothy-de-cafe-singapore,4.0,1274,643.0,58.0
starbucks-singapore-129,4.0,2473,128.0,51.0
yogart-singapore,4.0,2043,980.0,0.0
ke-kou-duck-singapore,4.0,2262,625.0,40.0
40-hands-singapore,4.0,1544,3.0,99.0
watanabe-coffee-singapore,4.0,675,68.0,6.0
nom-singapore,4.0,1599,282.0,83.0
tom-n-toms-coffee-singapore,3.0,1902,131.0,55.0
the-fabulous-baker-boy-singapore,4.0,2044,66.0,25.0
dot-and-dash-singapore,4.0,2043,681.0,0.0
one28-singapore,3.0,2237,450.0,8.0
summerlong-singapore,3.0,2043,326.0,0.0
compound-coffee-co-singapore,5.0,2043,770.0,0.0
oriole-coffee-bar-singapore-2,4.0,164,8.0,47.0
isle-eating-house-singapore,5.0,1877,265.0,61.0
lau-pa-sat-singapore-2,4.0,2043,77.0,0.0
carpenter-and-cook-singapore,4.0,186,17.0,3.0
the-book-cafe-singapore,4.0,1825,21.0,42.0
breko-cafe-singapore,4.0,1777,74.0,36.0
coalesce-singapore,3.0,27,339.0,11.0
la-ristrettos-singapore,5.0,91,91.0,2.0
artisan-boulangerie-co-singapore,4.0,2479,112.0,7.0
jones-the-grocer-singapore-3,4.0,809,23.0,44.0
artisan-boulangerie-co-singapore,4.0,581,112.0,53.0
the-cup-rice-and-noodle-singapore,5.0,2043,700.0,0.0
one28-singapore,3.0,2043,450.0,0.0
artisan-boulangerie-co-singapore-7,4.0,1486,235.0,81.0
yahava-koffeeworks-singapore,5.0,2474,101.0,107.0
saintmarc-cafe-singapore,3.0,2061,247.0,4.0
twg-tea-at-swissotel-the-stamford-singapore,5.0,2043,863.0,0.0
oriole-coffee-bar-singapore-2,4.0,1989,8.0,35.0
chye-seng-huat-hardware-singapore,5.0,75,1.0,12.0
nylon-coffee-roasters-singapore,5.0,1779,0.0,52.0
open-farm-community-singapore,5.0,186,27.0,3.0
art-palates-cafe-singapore,4.0,570,473.0,59.0
lunar-coffee-brewers-singapore,5.0,2479,533.0,7.0
percolate-singapore,5.0,1486,61.0,81.0
two-men-bagel-house-singapore,5.0,2163,12.0,103.0
starbucks-singapore-177,4.0,1222,608.0,69.0
greyhound-singapore,5.0,1825,535.0,42.0
chye-seng-huat-hardware-singapore,5.0,1293,1.0,63.0
paddy-hills-singapore,4.0,2163,105.0,103.0
t-cafe-gong-cha-singapore,5.0,2043,195.0,0.0
the-fabulous-baker-boy-singapore,4.0,2043,66.0,0.0
tiong-hoe-specialty-coffee-singapore-3,5.0,2043,286.0,0.0
jcone-jipangyi-singapore,5.0,2043,726.0,0.0
common-man-coffee-roasters-singapore,4.0,2043,13.0,0.0
the-flying-squirrel-singapore,5.0,1123,99.0,19.0
d-good-cafe-singapore,4.0,306,62.0,1.0
tea-royal-singapore,4.0,91,355.0,2.0
nam-nam-noodle-bar-downtown-core,3.0,198,103.0,9.0
ps-cafe-petit-singapore,4.0,2043,49.0,0.0
twg-tea-singapore-3,5.0,1542,47.0,79.0
common-man-coffee-roasters-singapore,4.0,306,13.0,1.0
toast-singapore,4.0,1368,301.0,87.0
plus-eight-two-singapore,5.0,2043,813.0,0.0
simplicite-cafe-singapore,5.0,2043,712.0,0.0
hill-street-coffee-shop-singapore,5.0,1051,305.0,5.0
hill-city-cafe-singapore-2,4.0,2043,332.0,0.0
group-therapy-coffee-singapore,4.0,2043,10.0,0.0
niche-savoureuse-singapore,4.0,2043,335.0,0.0
balmoral-bakery-singapore,5.0,2097,94.0,33.0
crescendo-pub-singapore,4.0,2340,633.0,91.0
food-for-thought-singapore,4.0,1276,20.0,27.0
manicurious-singapore,5.0,1397,80.0,56.0
pine-gardens-cake-singapore,4.0,2044,123.0,25.0
bakerzin-vivo-city-singapore,4.0,2043,749.0,0.0
keith-crackling-roast-singapore-2,4.0,2061,194.0,4.0
lolas-cafe-singapore,4.0,306,67.0,1.0
rich-and-good-cake-shop-singapore,5.0,898,52.0,41.0
starbucks-singapore-42,4.0,198,182.0,9.0
regroup-singapore,4.0,2043,319.0,0.0
the-book-cafe-singapore,4.0,1882,21.0,46.0
kith-cafe-singapore-7,2.0,1667,317.0,29.0
boomarang-singapore,5.0,2061,277.0,4.0
bearded-bella-singapore,4.0,2043,615.0,0.0
tiong-bahru-bakery-singapore,4.0,1542,76.0,79.0
jewel-coffee-singapore-6,5.0,75,181.0,12.0
krispy-kreme-singapore-2,3.0,2043,541.0,0.0
2am-dessert-bar-singapore,5.0,2540,30.0,18.0
ya-kun-kaya-toast-singapore-14,5.0,2043,713.0,0.0
clinton-street-baking-company-and-restaurant-singapore,5.0,27,15.0,11.0
tea-tree-cafe-singapore,4.0,36,350.0,85.0
flee-away-cafe-singapore,4.0,1075,448.0,10.0
regroup-singapore,4.0,306,319.0,1.0
duke-bakery-singapore,4.0,115,466.0,30.0
da-paolo-gastronomia-bukit-timah-bukit-timah,4.0,1075,71.0,10.0
crossings-cafe-singapore,5.0,2097,89.0,33.0
the-rabbit-hole-singapore,5.0,2043,743.0,0.0
food-for-thought-singapore,4.0,2044,20.0,25.0
2am-dessert-bar-singapore,5.0,2163,30.0,103.0
one-man-coffee-singapore,5.0,91,72.0,2.0
woobbee-singapore,5.0,2043,218.0,0.0
smør-singapore,4.0,2043,456.0,0.0
meidi-ya-singapore-2,5.0,76,24.0,84.0
eskimo-singapore-2,4.0,2043,802.0,0.0
koi-cafe-singapore-2,5.0,671,156.0,80.0
backstage-cafe-singapore,3.0,164,419.0,47.0
botanist-singapore,5.0,1293,275.0,63.0
tuk-tuk-cha-singapore-2,4.0,91,121.0,2.0
knots-cafe-and-living-singapore,5.0,2043,757.0,0.0
rafees-corner-singapore,4.0,2043,932.0,0.0
hoshino-coffee-singapore-6,5.0,2043,632.0,0.0
the-tiong-bahru-club-singapore,4.0,407,135.0,95.0
apiary-singapore,5.0,306,629.0,1.0
starbucks-singapore-37,5.0,2043,655.0,0.0
starbucks-singapore-100,4.0,1880,57.0,75.0
reload-singapore,5.0,2043,415.0,0.0
bodacious-bar-and-bistro-singapore,4.0,675,222.0,6.0
twg-tea-salon-and-boutique-singapore-2,5.0,36,208.0,85.0
toast-box-singapore-27,4.0,2141,213.0,92.0
woobbee-singapore-2,5.0,376,422.0,31.0
santap-singapore,4.0,2043,598.0,0.0
tea-royal-singapore,4.0,2043,355.0,0.0
old-tea-hut-singapore,4.0,1359,550.0,32.0
2am-dessert-bar-singapore,5.0,1123,30.0,19.0
jimmy-monkey-cafe-and-bar-singapore,4.0,2237,9.0,8.0
courtyard-cafe-and-lounge-singapore,3.0,2043,474.0,0.0
dino-cake-house-and-cafe-singapore,4.0,2043,968.0,0.0
smor-singapore,5.0,1602,207.0,14.0
tiong-bahru-bakery-singapore-3,4.0,2141,79.0,92.0
lowercase-singapore,4.0,2043,344.0,0.0
sun-ray-cafe-singapore,4.0,1989,126.0,35.0
dr-cafe-coffee-singapore,3.0,2043,511.0,0.0
the-daily-cut-singapore-3,5.0,2043,496.0,0.0
dimbulah-coffee-singapore,4.0,2043,886.0,0.0
chye-seng-huat-hardware-singapore,5.0,2237,1.0,8.0
hood-bar-and-cafe-singapore,4.0,2043,283.0,0.0
wild-honey-singapore,4.0,209,5.0,38.0
stray-by-fatcat-singapore,4.0,675,169.0,6.0
starbucks-singapore-100,4.0,2043,57.0,0.0
the-coffee-bean-and-tea-leaf-beanstro-marina,3.0,2043,189.0,0.0
bread-and-hearth-singapore,5.0,306,90.0,1.0
ninja-bowl-singapore,4.0,91,125.0,2.0
laurent-bernard-chocolatier-singapore,5.0,2043,59.0,0.0
frankies-peanut-pancake-singapore,5.0,2043,938.0,0.0
the-book-cafe-singapore,4.0,1542,21.0,79.0
reload-singapore,5.0,2340,415.0,91.0
neko-no-niwa-singapore,5.0,2043,439.0,0.0
hill-city-cafe-singapore-2,4.0,1316,332.0,106.0
spinelli-coffee-company-singapore-3,3.0,2043,379.0,0.0
two-blur-guys-singapore,4.0,1970,31.0,68.0
common-man-stan-singapore,5.0,2479,116.0,7.0
oriole-coffee-bar-singapore-2,4.0,2479,8.0,7.0
fine-palate-cafe-singapore,5.0,2044,494.0,25.0
2am-dessert-bar-singapore,5.0,1970,30.0,68.0
meidi-ya-singapore-2,5.0,1123,24.0,19.0
bakers-13-singapore,5.0,2043,878.0,0.0
carpenter-and-cook-singapore,4.0,328,17.0,48.0
common-man-coffee-roasters-singapore,4.0,1970,13.0,68.0
hoshino-coffee-singapore-2,4.0,18,512.0,23.0
wanna-cuppa-singapore,5.0,1359,245.0,32.0
asanoya-boulangerie-singapore,4.0,2043,455.0,0.0
violet-oons-kitchen-singapore,5.0,376,34.0,31.0
meidi-ya-singapore-2,5.0,2043,24.0,0.0
tobys-estate-singapore,4.0,898,11.0,41.0
joe-and-dough-singapore-4,4.0,2043,127.0,0.0
tiong-bahru-bakery-singapore-3,4.0,2043,79.0,0.0
nassim-hill-bakery-bistro-bar-singapore,4.0,2493,41.0,21.0
penny-university-singapore,4.0,2479,22.0,7.0
curious-palette-singapore,4.0,675,111.0,6.0
le-cafe-confectionery-and-pastry-singapore,5.0,2192,95.0,77.0
the-affogato-bar-singapore,4.0,306,190.0,1.0
artisan-boulangerie-co-singapore,4.0,23,112.0,17.0
brunches-cafe-singapore-3,5.0,1667,147.0,29.0
revelry-singapore,5.0,2043,166.0,0.0
nuevo-cafe-by-kitchenhub-singapore,4.0,1160,489.0,60.0
the-garden-slug-singapore,4.0,1882,145.0,46.0
cafe-melba-singapore,4.0,1880,42.0,75.0
sunnyhills-singapore,5.0,115,602.0,30.0
baristart-coffee-singapore-no-title-3,5.0,2043,290.0,0.0
the-assembly-ground-singapore,4.0,2237,53.0,8.0
strangers-reunion-singapore,4.0,1902,7.0,55.0
joe-and-dough-singapore,4.0,1602,311.0,14.0
the-countryside-cafe-singapore,5.0,2043,718.0,0.0
cha-tra-mue-no-title,5.0,36,605.0,85.0
sam-yat-coffee-singapore,5.0,306,251.0,1.0
westin-lobby-lounge-singapore,5.0,2043,232.0,0.0
manicurious-singapore,5.0,2350,80.0,15.0
bakery-and-bar-st-marc-singapore-2,3.0,2043,899.0,0.0
duke-bakery-singapore,4.0,2043,466.0,0.0
greenview-cafe-singapore,4.0,1825,576.0,42.0
penny-university-singapore,4.0,2043,22.0,0.0
two-men-bagel-house-singapore,5.0,186,12.0,3.0
le-cafe-confectionery-and-pastry-singapore,5.0,2377,95.0,109.0
sweet-musings-singapore,5.0,2043,820.0,0.0
baristart-coffee-singapore-no-title-3,5.0,2493,290.0,21.0
the-coffee-shot-singapore,4.0,2043,692.0,0.0
stray-by-fatcat-singapore,4.0,1359,169.0,32.0
ultra-bake-singapore,4.0,152,553.0,49.0
scoop-of-art-singapore,4.0,1861,428.0,70.0
group-therapy-coffee-singapore,4.0,2540,10.0,18.0
nom-singapore,4.0,675,282.0,6.0
jimmy-monkey-cafe-and-bar-singapore,4.0,1989,9.0,35.0
starbucks-singapore-140,5.0,2043,934.0,0.0
la-ristrettos-singapore,5.0,2218,91.0,71.0
cafe-insadong-singapore,4.0,2043,546.0,0.0
chye-seng-huat-hardware-singapore,5.0,164,1.0,47.0
maison-kayser-singapore,5.0,328,117.0,48.0
food-for-thought-singapore,4.0,186,20.0,3.0
sunday-folks-singapore,5.0,1722,38.0,73.0
wild-honey-singapore-3,4.0,186,18.0,3.0
group-therapy-cafe-singapore,4.0,198,113.0,9.0
the-flame-cafe-singapore,1.0,2043,851.0,0.0
creamier-handcrafted-ice-cream-and-coffee-singapore-2,5.0,306,589.0,1.0
gram-singapore-2,5.0,2043,477.0,0.0
kith-cafe-singapore-7,2.0,2043,317.0,0.0
botanist-singapore,5.0,2445,275.0,64.0
breko-cafe-singapore,4.0,2473,74.0,51.0
creamier-singapore,5.0,861,16.0,62.0
joe-and-dough-singapore,4.0,430,311.0,102.0
joe-and-the-juice-singapore,4.0,2043,526.0,0.0
brill-singapore,4.0,1051,255.0,5.0
knuckles-singapore,4.0,2043,937.0,0.0
nya-nya-singapore,5.0,2043,939.0,0.0
ya-kun-kaya-toast-singapore-13,4.0,2043,449.0,0.0
the-tastemaker-store-singapore,3.0,992,184.0,98.0
vickys-singapore-2,5.0,1825,146.0,42.0
penny-university-singapore,4.0,675,22.0,6.0
tullys-coffee-singapore,3.0,128,173.0,34.0
nam-nam-noodle-bar-downtown-core,3.0,1293,103.0,63.0
apiary-singapore,5.0,2043,629.0,0.0
watanabe-coffee-singapore,4.0,2479,68.0,7.0
maxwell-food-centre-singapore-3,5.0,407,2.0,95.0
open-farm-community-singapore,5.0,115,27.0,30.0
two-men-bagel-house-singapore,5.0,75,12.0,12.0
the-flyin-bread-singapore,4.0,2043,302.0,0.0
asanoya-singapore,4.0,1412,107.0,22.0
patissez-singapore-2,4.0,2043,211.0,0.0
clinton-street-baking-company-and-restaurant-singapore,5.0,2445,15.0,64.0
chye-seng-huat-hardware-singapore,5.0,809,1.0,44.0
little-farms-singapore,5.0,2043,666.0,0.0
fun-toast-singapore-10,5.0,2043,539.0,0.0
food-for-thought-singapore,4.0,2540,20.0,18.0
arteastiq-singapore,4.0,2043,87.0,0.0
ps-cafe-petit-singapore,4.0,1825,49.0,42.0
simply-bread-singapore-2,4.0,1777,129.0,36.0
toms-palette-singapore,5.0,2163,4.0,103.0
the-populus-coffee-and-food-co-singapore,5.0,322,25.0,86.0
jewel-coffee-singapore-7,4.0,2043,406.0,0.0
toast-box-esplanade-singapore,4.0,2043,764.0,0.0
group-therapy-coffee-singapore,4.0,2303,10.0,108.0
maxwell-food-centre-singapore-3,5.0,713,2.0,26.0
2am-dessert-bar-singapore,5.0,328,30.0,48.0
jewel-coffee-singapore-6,5.0,794,181.0,37.0
baker-and-cook-singapore,5.0,2043,50.0,0.0
the-bravery-cafe-singapore,5.0,1475,58.0,20.0
caffe-beviamo-tanglin-mall-singapore,5.0,2044,108.0,25.0
pasarbella-singapore-2,4.0,2043,542.0,0.0
the-7th-cylinder-singapore,4.0,1194,451.0,72.0
tuk-tuk-cha-singapore-2,4.0,2043,121.0,0.0
infiniti-karaoke-pub-singapore,4.0,2043,881.0,0.0
chopsuey-cafe-singapore-2,4.0,2043,320.0,0.0
baker-and-cook-singapore,5.0,1026,50.0,54.0
jimmy-monkey-cafe-and-bar-singapore,4.0,376,9.0,31.0
the-disgruntled-chef-singapore,4.0,1542,92.0,79.0
rabbit-carrot-gun-singapore-2,4.0,2061,115.0,4.0
andiamo-gelateria-singapore,2.0,2043,392.0,0.0
crossings-cafe-singapore,5.0,2044,89.0,25.0
chin-chin-restaurant-singapore,5.0,1213,86.0,94.0
killiney-kopitiam-singapore-4,5.0,1880,69.0,75.0
tiong-bahru-bakery-singapore-4,5.0,581,6.0,53.0
mask-51-singapore,4.0,2043,687.0,0.0
my-lovebites-singapore,4.0,2043,407.0,0.0
percolate-singapore,5.0,2061,61.0,4.0
project-açai-singapore,5.0,75,252.0,12.0
ten-cafe-singapore,4.0,2043,959.0,0.0
the-lokal-singapore,5.0,2044,32.0,25.0
jewel-coffee-singapore-11,5.0,2043,482.0,0.0
epicurious-singapore-2,3.0,407,396.0,95.0
nunsaram-singapore,5.0,2043,710.0,0.0
bismillah-biryani-singapore-2,5.0,1825,357.0,42.0
tolidos-espresso-nook-singapore-3,5.0,1412,35.0,22.0
the-bread-project-singapore,4.0,430,133.0,102.0
hoshino-coffee-singapore,4.0,675,45.0,6.0
yogiyo-korean-chicken-singapore,4.0,2043,784.0,0.0
spize-singapore-2,5.0,23,60.0,17.0
the-coffee-academics-singapore,3.0,2043,43.0,0.0
toms-palette-singapore,5.0,1882,4.0,46.0
asanoya-boulangerie-singapore,4.0,18,455.0,23.0
societe-canteen-singapore,3.0,2043,737.0,0.0
raffles-city-market-place-singapore,4.0,2043,203.0,0.0
baker-and-cook-singapore-4,5.0,91,221.0,2.0
esette-singapore-2,4.0,2043,393.0,0.0
the-bravery-cafe-singapore,5.0,1293,58.0,63.0
the-alley-singapore,4.0,2073,581.0,90.0
bodacious-bar-and-bistro-singapore,4.0,2445,222.0,64.0
40-hands-singapore,4.0,2061,3.0,4.0
flock-café-singapore,5.0,2350,37.0,15.0
vickys-singapore-2,5.0,306,146.0,1.0
pek-kio-market-and-food-centre-singapore,5.0,2043,402.0,0.0
baker-and-cook-singapore,5.0,1602,50.0,14.0
atlas-coffeehouse-singapore,5.0,107,102.0,57.0
plain-vanilla-bakery-singapore-2,5.0,2237,96.0,8.0
o-briens-irish-sandwich-bars-singapore,3.0,1100,572.0,104.0
tuckshop-singapore,4.0,2043,733.0,0.0
two-men-bagel-house-singapore,5.0,1194,12.0,72.0
source-singapore,3.0,2043,948.0,0.0
flock-café-singapore,5.0,675,37.0,6.0
starbucks-singapore-100,4.0,1100,57.0,104.0
soi-55-singapore-2,4.0,2043,627.0,0.0
the-populus-coffee-and-food-co-singapore,5.0,2043,25.0,0.0
hup-choon-eating-house-singapore-2,5.0,2043,583.0,0.0
two-blur-guys-singapore,4.0,152,31.0,49.0
mays-kopi-bar-singapore,5.0,306,624.0,1.0
oromo-coffee-singapore,5.0,2043,465.0,0.0
yi-he-eating-house-singapore,4.0,2043,499.0,0.0
maxwell-food-centre-singapore-3,5.0,2493,2.0,21.0
oriole-coffee-bar-singapore-2,4.0,209,8.0,38.0
pasarbella-singapore,4.0,2540,132.0,18.0
starbucks-singapore-29,5.0,2043,900.0,0.0
jewel-coffee-singapore-8,5.0,225,78.0,43.0
bettr-barista-coffee-academy-singapore,5.0,2043,679.0,0.0
brunetti-singapore,5.0,753,63.0,65.0
sarnies-singapore,4.0,1213,40.0,94.0
starbucks-singapore-6,3.0,1276,577.0,27.0
plain-vanilla-bakery-singapore-3,3.0,306,374.0,1.0
naomi-kitchen-singapore-2,4.0,675,162.0,6.0
lau-pa-sat-singapore-2,4.0,1868,77.0,76.0
jimmy-monkey-cafe-and-bar-singapore,4.0,1902,9.0,55.0
plain-vanilla-bakery-singapore-2,5.0,2350,96.0,15.0
shop-wonderland-singapore-2,5.0,2043,736.0,0.0
jimmy-monkey-cafe-and-bar-singapore,4.0,27,9.0,11.0
starbucks-southern-islands,5.0,1486,225.0,81.0
va-va-voom-cafe-singapore,5.0,987,281.0,100.0
